"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-09-30,3072,"Washington","TN","Johnson City",458,136200,0.0022075055187638,0.018698578908003,0.0724409448818898,0.0275407418151219,0.0136768428918173,"2017-09","2017-Q3",136200,0,"2017-09"
2017-09-30,3193,"Spotsylvania","VA","Washington",459,231600,0.00390117035110533,0.00608166811468288,0.0334672021419009,0.0537011217091392,-0.008916293115382,"2006-05","2006-Q2",281000,-0.175800711743772,"2005-02"
2017-09-30,2364,"Kennebec","ME","Augusta",460,139000,-0.0014367816091954,0.0109090909090909,0.0586443259710586,0.0159912210041036,-0.00213303428924838,"2006-09","2006-Q3",151900,-0.0849242922975642,"2005-02"
2017-09-30,1296,"Oswego","NY","Syracuse",461,97200,0.00725388601036269,0.0178010471204188,0.0704845814977974,0.0198541590041121,0.0172746830173083,"2017-09","2017-Q3",97200,0,"2017-09"
2017-09-30,548,"Gregg","TX","Longview",462,130500,-0.00684931506849315,-0.012112036336109,0.0171473109898675,0.0130638327085717,0.024745362501299,"2017-07","2017-Q3",132100,-0.012112036336109,"2017-03"
2017-09-30,3039,"Tangipahoa","LA","Hammond",463,156200,-0.00636132315521628,-0.00825396825396825,0.108587650816182,0.0325250451894121,0.0127593457912403,"2017-07","2017-Q3",157900,-0.0107663077897403,"2017-04"
2017-09-30,1229,"Morgan","AL","Decatur",464,126300,0.00238095238095238,0.00878594249201278,0.177073625349487,,,"2017-09","2017-Q3",126300,0,"2017-09"
2017-09-30,1972,"Pickens","SC","Greenville",465,139800,-0.00427350427350427,-0.0182584269662921,-0.0161857846586911,0.0277812562712239,0.0170973350834984,"2017-03","2017-Q1",148700,-0.0598520511096167,"2016-08"
2017-09-30,394,"Boone","KY","Cincinnati",466,180300,-0.00110803324099723,0.00111049416990561,0.0326460481099656,0.0279308692798976,0.0103864619991645,"2017-08","2017-Q3",180500,-0.00110803324099723,"2017-07"
2017-09-30,2097,"Windham","CT","Worcester",467,189500,0.000527983104540655,0.00958977091102824,0.0568878973786949,0.0226785845089257,-0.0172862970338413,"2007-06","2007-Q2",231700,-0.182132067328442,"2004-09"
2017-09-30,2247,"Delaware","IN","Muncie",468,82100,0.00489596083231334,0.0160891089108911,0.073202614379085,0.0263171319266458,0.00134979633474219,"2005-10","2005-Q4",99000,-0.170707070707071,"2001-01"
2017-09-30,1118,"Jasper","MO","Joplin",469,82700,0.00242424242424242,0.00608272506082725,0.0110024449877751,0.0125509795776826,-0.000241516841271272,"2003-09","2003-Q3",95400,-0.133123689727463,"2001-03"
2017-09-30,1548,"Bossier","LA","Shreveport",470,169600,0.000589970501474926,-0.0173812282734647,0.0173965206958608,0.0104620198719356,,"2017-05","2017-Q2",173000,-0.0196531791907514,"2017-04"
2017-09-30,1308,"Parker","TX","Dallas-Fort Worth",471,228100,0.00043859649122807,0.00484581497797357,0.107281553398058,0.0779813760926582,0.0382588194148212,"2017-09","2017-Q3",228100,0,"2017-09"
2017-09-30,1393,"Skagit","WA","Mount Vernon",472,309500,0.0137569603668523,0.0417367889599461,0.127504553734062,0.0782047187698147,,"2017-09","2017-Q3",309500,0,"2017-09"
2017-09-30,940,"Clarke","GA","Athens",473,146200,0.00136986301369863,0.0103662750518314,0.0853749072011878,0.053240752266885,0.00733237378172191,"2017-09","2017-Q3",146200,0,"2017-09"
2017-09-30,238,"Linn","OR","Albany",474,215200,0.00654817586529467,0.0262279446828803,0.150802139037433,0.0836672660305848,0.020427935891705,"2017-09","2017-Q3",215200,0,"2017-09"
2017-09-30,1203,"Mercer","PA","Youngstown",475,117500,0.0129310344827586,0.0444444444444444,0.102251407129456,0.0380222200523608,0.0204145988918436,"2017-09","2017-Q3",117500,0,"2017-09"
2017-09-30,2748,"Jefferson","NY","Watertown",476,134700,-0.00369822485207101,-0.0117388114453412,0.018910741301059,0.0086850337590767,0.0133245367718262,"2017-02","2017-Q1",138700,-0.0288392213410238,"2016-11"
2017-09-30,2394,"Lycoming","PA","Williamsport",477,145400,-0.00615174299384826,-0.00953678474114441,0.0415472779369628,0.0175291306771768,0.0242685505343996,"2017-07","2017-Q3",146900,-0.010211027910143,"2017-02"
2017-09-30,2173,"Canadian","OK","Oklahoma City",478,153100,0.0013080444735121,0.00261951538965291,0.00856389986824769,0.0236691531550675,,"2015-11","2015-Q4",153500,-0.00260586319218241,"2015-11"
2017-09-30,2845,"Sheboygan","WI","Sheboygan",479,136500,0.000733137829912023,-0.012301013024602,0.015625,0.0374110366797309,-0.00436234653908552,"2008-01","2008-Q1",145900,-0.0644276901987663,"2006-01"
2017-09-30,1835,"Kendall","IL","Chicago",480,227200,0.00575475874280655,0.0151921358355675,0.0592074592074592,0.0510852779387165,-0.00783787344952591,"2007-03","2007-Q1",250700,-0.0937375349022736,"2005-03"
2017-09-30,1762,"Harnett","NC","Dunn",481,158200,-0.00189274447949527,-0.00126262626262626,0.0141025641025641,0.0153470276033836,,"2017-08","2017-Q3",158500,-0.00189274447949527,"2017-05"
2017-09-30,2767,"La Crosse","WI","La Crosse",482,157800,0.00445576066199873,0,0.0905321354526607,0.0425852437174028,0.0292294996797187,"2017-05","2017-Q2",158200,-0.00252844500632111,"2017-05"
