"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Clinton Park Tri-Community","TX","Houston","Harris","Houston",4186,1113,0.00906618313689937,0.0220385674931129,0.0753623188405797,997
2017-09-30,"Fairlawn","DC","Washington","District of Columbia","Washington",4187,2037,0.0144422310756972,0.0355871886120996,0.0303490136570561,842
2017-09-30,"Caballo Hills","CA","San Francisco","Alameda","Oakland",4188,3435,-0.00087260034904014,0.00321261682242991,-0.00922988174214018,808
2017-09-30,"Bravo Park Lane","AZ","Tucson","Pima","Tucson",4189,979,0.0155601659751037,0.0459401709401709,0.0641304347826087,796
2017-09-30,"Community Fiesta","AZ","Phoenix","Maricopa","Mesa",4190,1198,0.00503355704697987,0.0092670598146588,0.0178419711129991,553
2017-09-30,"Parkland Hills","NM","Albuquerque","Bernalillo","Albuquerque",4191,1187,0.000843170320404722,-0.00335852225020991,-0.0124792013311148,1259
2017-09-30,"Northern Hills","TX","San Antonio","Bexar","San Antonio",4192,1334,0.0015015015015015,0.0015015015015015,0.00755287009063444,1744
2017-09-30,"Allentown","PA","Pittsburgh","Allegheny","Pittsburgh",4193,944,-0.00736067297581493,-0.0257997936016512,-0.0625620655412115,957
2017-09-30,"San Mateo Park","CA","San Francisco","San Mateo","San Mateo",4194,8263,-0.00851931845452364,-0.0290246768507638,0.011878520695567,840
2017-09-30,"Marigny","LA","New Orleans","Orleans","New Orleans",4195,1944,0.000514668039114771,0.0215449290593799,-0.0409472126295017,533
2017-09-30,"Chinatown","CA","San Francisco","Alameda","Oakland",4196,2620,-0.000381533765738268,-0.0007627765064836,-0.00644671975729996,1042
2017-09-30,"Hillbrook","DC","Washington","District of Columbia","Washington",4197,1945,-0.000513874614594039,0.013548723293382,0.0215336134453782,678
2017-09-30,"Penrose-Fayette Street Outreach","MD","Baltimore","Baltimore City","Baltimore",4198,1144,0.000874890638670166,0.00438981562774363,0.00527240773286467,1509
2017-09-30,"Munsey Park","NY","New York","Nassau","Manhasset",4199,7690,-0.00349876895166515,-0.00697314049586777,-0.0177545024907396,868
2017-09-30,"Morris Heights","CO","Denver","Arapahoe","Aurora",4200,1722,0.000581057524694945,0.0029120559114735,0.0317555422408628,929
2017-09-30,"Channel District","FL","Tampa","Hillsborough","Tampa",4201,1637,-0.0108761329305136,-0.0290628706998814,-0.0226865671641791,1911
2017-09-30,"Ruskin Hills","MO","Kansas City","Jackson","Kansas City",4202,826,0.00121212121212121,0,0.023543990086741,876
2017-09-30,"Northeast Heights","KS","Wichita","Sedgwick","Wichita",4203,1080,0.00092678405931418,-0.003690036900369,-0.00460829493087558,886
2017-09-30,"Fountain of the Sun","AZ","Phoenix","Maricopa","Mesa",4204,1235,0.00243506493506494,0.015625,0.0413153456998314,1971
2017-09-30,"La Placita Park","KS","Wichita","Sedgwick","Wichita",4205,832,0.0060459492140266,0.00848484848484849,0.00726392251815981,589
2017-09-30,"Frances Slocum","IN","Fort Wayne","Allen","Fort Wayne",4206,765,-0.00260756192959583,0.00393700787401575,0.0351826792963464,1012
2017-09-30,"Cedmont","MD","Baltimore","Baltimore City","Baltimore",4207,1424,0.00564971751412429,0.0200573065902579,0.0326323422770123,988
2017-09-30,"Crown Hill","WA","Seattle","King","Seattle",4208,2547,0.00315084679007483,0.0179856115107914,0.0391676866585067,1095
2017-09-30,"Perring Loch","MD","Baltimore","Baltimore City","Baltimore",4209,1380,0.00436681222707424,0,-0.00933237616654702,1158
2017-09-30,"Sunshine Estates","TX","San Antonio","Bexar","San Antonio",4210,1294,0.00543900543900544,0.0093603744149766,0.0327214684756584,668
2017-09-30,"Charles House Area Council","NY","Rochester","Monroe","Rochester",4211,825,-0.00121065375302663,-0.0036231884057971,-0.014336917562724,488
2017-09-30,"West De Paul","IL","Chicago","Cook","Chicago",4212,2963,0.00988411724608044,0.0263249047454105,0.074329224075417,1009
2017-09-30,"Morningside","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4213,1078,0.0065359477124183,0.0218009478672986,0.078,907
2017-09-30,"Guilford Center","CT","New Haven","New Haven","Guilford",4214,1792,0.00167691447736165,-0.00665188470066519,-0.0729436109674082,885
2017-09-30,"Southwood","FL","Jacksonville","Duval","Jacksonville",4215,1333,-0.00149812734082397,0.0129179331306991,0.031733746130031,731
2017-09-30,"Arnold Creek","OR","Portland","Multnomah","Portland",4216,2603,0.0124465188642552,0.0441235459286001,0.0378787878787879,1122
2017-09-30,"Maplewood","OR","Portland","Multnomah","Portland",4217,2090,-0.00618164526866381,-0.0160075329566855,-0.0033381020505484,990
2017-09-30,"Arlington Park","FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",4218,1709,0.00707130229817325,0.0124407582938389,0.0124407582938389,1459
2017-09-30,"Richland Park","TX","Dallas-Fort Worth","Dallas","Richardson",4219,2145,0.00609756097560976,0.0263157894736842,0.0971867007672634,1093
2017-09-30,"Villages of Brimhall - Brimhall Classics","CA","Bakersfield","Kern","Bakersfield",4220,1639,0.00305997552019584,0.0192786069651741,-0.0102657004830918,946
2017-09-30,"University Park","FL","Jacksonville","Duval","Jacksonville",4221,1235,-0.00322841000807102,0.00570032573289902,0.0131255127153404,886
2017-09-30,"North Columbia","SC","Columbia","Richland","Columbia",4222,836,0.00844390832328106,0.027027027027027,0.0195121951219512,1134
2017-09-30,"Lake Ridge","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",4223,2305,-0.00173235166738848,-0.00603708495040966,0.0226264418811003,566
2017-09-30,"Tijeras Arroyo","NM","Albuquerque","Bernalillo","Albuquerque",4224,1459,0.00551343900758098,0.0340184266477675,0.010387811634349,999
2017-09-30,"Strathmore","NJ","New York","Monmouth","Matawan",4225,2505,-0.00278662420382166,0.00280224179343475,0.0764933390631715,2378
2017-09-30,"Barrio Hollywood","AZ","Tucson","Pima","Tucson",4226,989,0.0164439876670093,0.0421496311907271,0.0566239316239316,797
2017-09-30,"North Dennis","MA","Cape Cod","Barnstable","Dennis",4227,2069,0.000483558994197292,0.00976085895558809,-0.00241080038572806,2936
2017-09-30,"Dawson","TX","Austin","Travis","Austin",4228,2116,0.00236854571293226,0.00954198473282443,0.0638511814982403,835
2017-09-30,"Hillcrest","OH","Dayton","Montgomery","Dayton",4229,735,0.00136239782016349,0.0251046025104603,0.00272851296043656,1130
2017-09-30,"Riverside Rancho","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",4230,2892,0.00381811870878167,0.00416666666666667,0.0277185501066098,565
2017-09-30,"South River Gardens","GA","Atlanta","Fulton","Atlanta",4231,1061,0.0201923076923077,0.0652610441767068,0.127523910733262,638
2017-09-30,"Bonnie Brae","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4232,1226,0.00656814449917898,0.0225187656380317,0.0633130962705984,814
2017-09-30,"Indian Springs","OH","Columbus","Franklin","Columbus",4233,1780,0.0028169014084507,0.0084985835694051,0.0312862108922364,1082
2017-09-30,"Mapleton Hill","CO","Boulder","Boulder","Boulder",4234,2920,-0.00714042842570554,-0.0088255261371351,-0.038524860059269,1005
2017-09-30,"Presidential Hills","MS","Jackson","Hinds","Jackson",4235,800,0.011378002528445,0.0191082802547771,0,1123
2017-09-30,"Collins Garden","TX","San Antonio","Bexar","San Antonio",4236,1025,-0.00388726919339164,0.0291164658634538,0.102150537634409,961
2017-09-30,"Lakeshore","CO","Denver","Arapahoe","Aurora",4237,2113,0.00332383665716999,0.0212663122281295,0.0591478696741855,849
