"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Hubert","NC","Jacksonville","Onslow",2273,165000,165000,165000,165000,165000,165000,164950,161950,158700,154950,154000,155925,155000,157000,158900,159900,159000,158900,157000,156109,155000,159900,164900,159900,157500,158000,164900,160000,155450,155000,155000,155000,149999,152900,149999,154900,155000,154900,156900,159000,159900,156900,156900,156900,152900,153850,155450,152400,156900,155000,156900,155000,157400,158000,155000,156900,153900,144900,139900,144950,139900,145000,140000,139900,140000,140000,143500,140000,139900,138700,139000,137250,135500,134942.5,137700,138200,135000,134900,134900,129900,130000,129700,129000,129000,132500,134900,139450,140500,141000,140000,145500,140000,142000
"Ashland","OH","Ashland","Ashland",2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89500,79900,79000,75000,74900,75500,85000,86000,93950,90900,93000,94000,105000,89450,89900,77250,79900,87001,89900,89900,91450,103000,91250,90250,87500,89900,93000
"Griffin","GA","Atlanta","Spalding",2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91000,89000,89900,94900,94900,1e+05,109900,106500,99900,102450,106900,99500,1e+05,98950,105000,105400,104500,104900,110450,113450,115000,117500,116900,115000,114900,110000,110000,110000,112450,114900,114900,118750,121000,119950,117900,121900,115000,116500,127000,124900,129344,134900,136219,137500,139900,139900,139500
"Morehead City","NC","Morehead City","Carteret",2276,262630,275000,285450,259900,259900,273000,265000,239900,237900,229949.5,235000,239900,234950,239900,239000,249450,250950,249900,250950,264500,269450,264750,269000,275900,259000,250000,250000,255000,259900,259000,244400,235000,229900,228500,236250,234900,236250,229000,229900,229900,235000,239900,239900,235400,236450,235000,227450,229900,229900,234500,229900,239000,239000,239000,239000,239900,239000,239000,249000,249950,250000,256500,249900,269900,263750,264250,266950,274900,269900,260000,269450,269450,269900,274700,261950,257900,265400,269000,274900,274900,274800,274800,275000,284800,284450,279850,278450,274900,279900,284900,287950,279900,269700
"East Greenbush","NY","Albany","Rensselaer",2277,254450,245900,239900,242450,223950,227900,228450,221200,219900,219900,219900,210000,209900,209900,209900,206950,199450,199000,192200,195000,199000,199450,194900,199000,209000,197900,196900,199000,205000,205000,205000,205000,199900,196150,190000,192400,199900,189950,212000,214450,216700,222500,215250,214900,215600,198500,203150,203150,186250,184950,184900,186000,188500,184450,184900,182500,187500,195000,199900,209900,209000,192400,212450,214900,219900,212500,197450,187250,199000,185000,182449.5,199900,194500,199900,199900,222450,229900,222450,227450,225000,237450,264750,244900,272400,249900,231250,231250,231000,245250,247000,239900,227000,229900
"Olympia Heights","FL","Miami-Fort Lauderdale","Miami-Dade",2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,380000,379000,345000,339500,320000,354500,365000,366975,376950,379500,377000,370000,375000,379000,379500,380000,369900,375000,385000,384499.5,375000,381445,389999,394950,404999.5,404999.5,399900,399999
"Bolivar","MO","Springfield","Polk",2279,119500,119700,119500,119900,119950,120000,119900,119900,119900,119900,126200,124900,119900,119000,119900,119000,119900,119000,119900,117900,119250,119900,119900,120000,119900,119900,120000,123450,120000,119900,119900,119900,117900,119900,121200,123900,122500,120000,122600,119900,122500,122700,119000,109950,109700,108500,109900,107000,104900,104950,105200,105750,104900,109900,109900,109700,109900,109900,109900,109450,109450,109900,109900,109900,125000,110000,113900,119000,116000,110000,110000,109900,109900,106900,105000,106900,109900,109900,110000,110000,111950,115000,119500,120000,124950,125000,110000,114900,115000,115000,113950,118700,115900
"Town of Lewiston","NY","Buffalo","Niagara",2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216945,219900,219000,209900,194900,189900,189950,199000,199900,199950,199450,189900,194500,199900,199900,189900,182450,184900,179900,178000,197400,178000,174900,192400,192400,189900,192400,189900,184900,181900,179900,187700
"Lyndhurst","OH","Cleveland","Cuyahoga",2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,114900,119900,119900,119900,119900,124900,119991,124000,124450,118500,114900,114900,115000,119000,124900,124700,129900,125000,124900,124900,124900,124000,124900,119900,119900,124900,129900,129900,129350,129000,124900,124600,126450,124900,124950,129000,125000,127000,129900,129900,127950,127950,126950,126625,123750,120000,124950,124950,124949.5,124900,123000,125000,126900,139000,137900,137900,137900
"Oak Hill","WV","Beckley","Fayette",2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86450,88900,85500,85500,89900,94900,89000,88500,88500,89900,105000,99900,102450,114500,107000,112450,108000,107000,109500,109000,103000,99700,101450,109000,105000,102450,105450,104950,99700
"Marshfield","MO","Springfield","Webster",2283,119900,124450,119900,124796,125900,124900,119900,118450,119000,119900,119900,118000,111900,115000,116750,114900,117200,115700,112400,110950,114900,115400,118000,118950,117500,112000,110950,124350,119900,114900,109400,114900,114900,118450,119900,119900,119900,119900,122400,127450,134450,124950,129900,122400,124900,119900,114900,121900,119900,117450,119900,119900,117500,119900,114900,114900,127900,129900,132500,124950,124900,139900,142950,144400,139900,125400,122500,119900,129900,129900,129900,129900,129900,129900,137000,137500,139900,134900,134900,137950,137500,134900,129900,129900,139900,144900,144900,142900,139900,132900,132000,129900,132000
"New Palestine","IN","Indianapolis","Hancock",2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209900,209900,211950,209950,212450,199900,195000,195000,173495,164900,185900,173950,186400,179500,182900,192400,2e+05,209950,209950,192400,189900,177400,177400,172450,192450,188450,189900,182500,169000,164990,169000,161900,164990,164990,185400,172400,175900,177450,185400,188450,188950,199900,199900,199900,189900,202450,215000,232450,229900,229800,215900,216900,213400,216400,212900,210000
"Edwardsville","IL","St. Louis","Madison",2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,179900,175000,164900,164900,163950,169949.5,177000,179450,192450,179900,179000,194900,199950,197450,189900,175900,199900,172000,164900,173500,179900,174900,175000,178700,184700,179900,179900,182450,179900,179900,175000,175000,179950,197000,189950,205000,194950,186000,183750,205000,189900,176650,184500,189000,174950,175900,187450,189900,189900,189900,189900,189900,199900,196950,174900,157000,169900,164900,185000,199500,199900,207450,205000,205000,189500
"Cody","WY",,"Park",2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338000,339000,298500,294500,319000,325000,342500,349000,339500,325000,329000,329000,287500,282500,275000,312000,299000,299500,312000,329000,314000,314000,321000,329000,329000,314000,299900,299700,310000,313000,314500,315000,304900,304900,293500,293500,299900,309450,322450,299000,298750,299200,319000,319000
"Escanaba","MI","Escanaba","Delta",2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,108500,99900,109900,109900,109000,109000,109000,107450,99900,109000,109000,109000,107000,97000,97750
"North East","MD","Philadelphia","Cecil",2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307260.5,308526,318653,316754.5,315513,314982.5,314349,314476,310551.5,261635,255236,255437,250437,254058.5,253607,253607,279315,275346,275598,276615,284715,265734,266169.5,270435,267386.5,263092,262465,260584.5,264092.5,267781,267716.5,267716.5,269852,275985,276274.5,275985,276564,276564,275985,276274.5,276731,278248,276731,276922.5,276922.5,256248,260862,261076,257152,258273,257553,258408.5,259227
"South Daytona","FL","Daytona Beach","Volusia",2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,133450,124900,124900,127400,119949.5,133500,138400,127000,119450,120000,139500,139450,140000,134900,134900,139200,136700,137400,134900,134950,151400,141000,154900,164950,164950,164950,167250,164750,154900,169000,167000,175000,177000,169000,169000,169900,165900,165000,164995,169900,169900,165000,184500,189900,189890,193950
