RegionName,State,County,Metro,City,SizeRank,Year,Month,Value
191,18,19,115,191,123,2014,11,9.17806066621477
191,18,19,115,191,123,2014,12,3.53415281044201
191,18,19,115,191,123,2015,1,14.2051908416038
191,18,19,115,191,123,2015,2,8.32305664114974
191,18,19,115,191,123,2015,3,10.4264624626742
191,18,19,115,191,123,2015,4,8.34981009318186
191,18,19,115,191,123,2015,5,10.150985936119
191,18,19,115,191,123,2015,6,7.82645556224392
191,18,19,115,191,123,2015,7,12.0884016171274
191,18,19,115,191,123,2015,8,11.1868120027274
191,18,19,115,191,123,2015,9,12.5990705075462
191,18,19,115,191,123,2015,10,9.42038673659753
191,18,19,115,191,123,2015,11,8.61715345977653
191,18,19,115,191,123,2015,12,11.7847731578365
191,18,19,115,191,123,2016,1,6.03273266914567
191,18,19,115,191,123,2016,2,10.2390477981136
191,18,19,115,191,123,2016,3,9.66888670509848
191,18,19,115,191,123,2016,4,11.5647633642099
191,18,19,115,191,123,2016,5,9.88108040305553
191,18,19,115,191,123,2016,6,14.7565364974957
191,18,19,115,191,123,2016,7,13.6943717663811
191,18,19,115,191,123,2016,8,10.0962662953934
191,18,19,115,191,123,2016,9,5.28586562032817
191,18,19,115,191,123,2016,10,7.54883433313024
191,18,19,115,191,123,2016,11,10.412222259106
191,18,19,115,191,123,2016,12,4.28570011371345
191,18,19,115,191,123,2017,1,5.94869905570029
191,18,19,115,191,123,2017,2,7.29052206098219
191,18,19,115,191,123,2017,3,8.54276057897235
191,18,19,115,191,123,2017,4,5.25177087749559
191,18,19,115,191,123,2017,5,2.32737284934798
191,18,19,115,191,123,2017,6,7.75592375239767
191,18,19,115,191,123,2017,7,2.71255358456291
191,18,19,115,191,123,2017,8,8.7008176049683
191,18,19,115,191,123,2017,9,9.91812572133827
134,35,87,89,134,124,2010,9,8.11395584729357
134,35,87,89,134,124,2010,10,9.42624333246494
134,35,87,89,134,124,2010,11,12.5332495824052
134,35,87,89,134,124,2010,12,11.3164730274486
134,35,87,89,134,124,2011,1,13.8942373329418
134,35,87,89,134,124,2011,2,6.53971736756199
134,35,87,89,134,124,2011,3,21.3984557005453
134,35,87,89,134,124,2011,4,10.6782577215837
134,35,87,89,134,124,2011,5,5.69440202249876
134,35,87,89,134,124,2011,6,14.006694386127
134,35,87,89,134,124,2011,7,8.88101323208088
134,35,87,89,134,124,2011,8,9.70434823071917
134,35,87,89,134,124,2011,9,7.22506695840468
134,35,87,89,134,124,2011,10,8.38326771044935
134,35,87,89,134,124,2011,11,6.79461321876879
134,35,87,89,134,124,2011,12,12.1542155318578
134,35,87,89,134,124,2012,1,11.05380291356
134,35,87,89,134,124,2012,2,7.92499875284338
134,35,87,89,134,124,2012,3,8.36151999603091
134,35,87,89,134,124,2012,4,6.04179415374454
134,35,87,89,134,124,2012,5,13.4632078023543
134,35,87,89,134,124,2012,6,4.87122201536056
134,35,87,89,134,124,2012,7,8.49777135419567
134,35,87,89,134,124,2012,8,4.5298817044805
134,35,87,89,134,124,2012,9,6.8441145774523
134,35,87,89,134,124,2012,10,9.98524954364506
134,35,87,89,134,124,2012,11,8.5770206261762
134,35,87,89,134,124,2012,12,8.88673832821035
134,35,87,89,134,124,2013,1,12.7831262218307
134,35,87,89,134,124,2013,2,10.9875390494262
134,35,87,89,134,124,2013,3,7.23029827657389
134,35,87,89,134,124,2013,4,8.38554415374454
134,35,87,89,134,124,2013,5,16.2837206228671
134,35,87,89,134,124,2013,6,11.6052287493673
134,35,87,89,134,124,2013,7,10.9193944590869
134,35,87,89,134,124,2013,8,8.31733224150707
134,35,87,89,134,124,2013,9,10.2250669584047
134,35,87,89,134,124,2013,10,8.29119138940991
134,35,87,89,134,124,2013,11,8.24032028947586
134,35,87,89,134,124,2013,12,5.8843742620165
134,35,87,89,134,124,2014,1,9.75987040787722
134,35,87,89,134,124,2014,2,11.5851962332656
134,35,87,89,134,124,2014,3,2.94708149335711
134,35,87,89,134,124,2014,4,11.9181528493967
134,35,87,89,134,124,2014,5,11.4450109454477
134,35,87,89,134,124,2014,6,12.9015250456636
134,35,87,89,134,124,2014,7,15.2921169994305
134,35,87,89,134,124,2014,8,19.0251362342475
134,35,87,89,134,124,2014,9,16.0567501267215
134,35,87,89,134,124,2014,10,4.97869646369748
134,35,87,89,134,124,2014,11,13.5291637805665
134,35,87,89,134,124,2014,12,10.6504561333615
134,35,87,89,134,124,2015,1,9.53988297858747
134,35,87,89,134,124,2015,2,12.6949201894315
134,35,87,89,134,124,2015,3,11.4427524890281
134,35,87,89,134,124,2015,4,10.3173623355627
134,35,87,89,134,124,2015,5,5.67766001680648
134,35,87,89,134,124,2015,6,9.66920181334036
134,35,87,89,134,124,2015,7,8.98526436146811
134,35,87,89,134,124,2015,8,8.44869513149065
134,35,87,89,134,124,2015,9,9.64173362507134
134,35,87,89,134,124,2015,10,17.6042971626927
134,35,87,89,134,124,2015,11,8.3985288814194
134,35,87,89,134,124,2015,12,13.7856088299177
134,35,87,89,134,124,2016,1,6.35455479325928
134,35,87,89,134,124,2016,2,12.3057629162162
134,35,87,89,134,124,2016,3,8.10941915569477
134,35,87,89,134,124,2016,4,8.55756250236839
134,35,87,89,134,124,2016,5,5.38628472543118
134,35,87,89,134,124,2016,6,9.48554708423108
134,35,87,89,134,124,2016,7,14.4674880824432
134,35,87,89,134,124,2016,8,15.213883965645
134,35,87,89,134,124,2016,9,8.46876443739627
134,35,87,89,134,124,2016,10,13.4081632635885
134,35,87,89,134,124,2016,11,14.5029465521021
134,35,87,89,134,124,2016,12,10.5308389084811
134,35,87,89,134,124,2017,1,11.3852767594651
134,35,87,89,134,124,2017,2,11.843494050649
134,35,87,89,134,124,2017,3,15.2787313250069
134,35,87,89,134,124,2017,4,17.1355441537445
134,35,87,89,134,124,2017,5,17.7988721380186
134,35,87,89,134,124,2017,6,14.8062869504255
134,35,87,89,134,124,2017,7,15.6450581759011
134,35,87,89,134,124,2017,8,13.9299514638108
134,35,87,89,134,124,2017,9,22.8205725763822
64,26,62,53,64,125,2010,9,16.4017637130212
64,26,62,53,64,125,2010,10,10.1234212860924
64,26,62,53,64,125,2010,11,11.2004287750143
64,26,62,53,64,125,2010,12,14.6965898168421
64,26,62,53,64,125,2011,1,18.3169053868334
64,26,62,53,64,125,2011,2,13.1152377899201
64,26,62,53,64,125,2011,3,13.5496593733173
64,26,62,53,64,125,2011,4,15.5380787491595
64,26,62,53,64,125,2011,5,15.2251166782651
64,26,62,53,64,125,2011,6,15.3913076065087
64,26,62,53,64,125,2011,7,15.5091637075446
64,26,62,53,64,125,2011,8,15.0907496758266
64,26,62,53,64,125,2011,9,9.94407419922548
64,26,62,53,64,125,2011,10,15.3726042926283
